Artist,Track,Year,PreviousHit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
toby keith,love me if you can,2007,0,0.581,0.645,5,-6.274,1,0.0279,0.263,0.000926,0.0805,0.369,147.947,1
akon,angel,2010,1,0.567,0.851,2,-2.465,1,0.0322,0.0897,0,0.22,0.361,125.887,1
bruno mars,marry you,2010,1,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926,1
hatiras,the anthem,2006,0,0.581,0.827,11,-6.274,0,0.313,0.000499,0.385,0.329,0.413,132.011,0
dwele,find a way,2003,0,0.712,0.657,10,-5.888,0,0.149,0.0577,0,0.234,0.437,97.993,1
brooks & dunn,husbands and wives,2009,1,0.591,0.388,5,-8.069,1,0.0267,0.653,0.000214,0.167,0.122,105.977,1
scar symmetry,abstracted,2006,0,0.487,0.99,6,-4.048,1,0.0539,3.04e-05,0.0788,0.292,0.328,97.635,0
dolores keane,telling me lies,2006,0,0.603,0.337,9,-12.708,1,0.0284,0.546,2.32e-05,0.175,0.139,114.18,0
marco beltrami,1001 robots,2004,0,0.244,0.0409,1,-20.22,1,0.0446,0.575,0.697,0.111,0.0393,116.396,0
tyrese,how you gonna act like that,2002,1,0.733,0.521,3,-3.657,0,0.0457,0.107,0,0.0692,0.525,112.913,1
bon jovi,i love this town,2007,1,0.471,0.868,2,-4.564,1,0.0476,5.1e-05,1.08e-05,0.426,0.768,134.008,0
mitch ryder,jenny take a ride,2005,0,0.654,0.71,5,-11.723,1,0.0395,0.247,0,0.29,0.833,99.702,0
black debbath,ville eyolf,2006,0,0.294,0.677,11,-5.123,0,0.0369,0.00469,0,0.263,0.326,168.13,0
bombay rockers,rock tha party,2005,0,0.831,0.728,8,-4.625,1,0.0459,0.0865,0,0.113,0.896,109.977,0
leigh jones,same game,2008,0,0.484,0.61,0,-6.375,0,0.061,0.522,0,0.0875,0.446,69.755,0
onyx,wet the club,2002,1,0.734,0.844,1,-5.261,0,0.407,0.0694,0,0.121,0.797,82.424,0
the band perry,if i die young,2010,0,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,1
panzer ag,bereit,2004,0,0.623,0.98,1,-3.731,1,0.0916,0.00129,0.791,0.352,0.296,100.013,0
jason aldean,laughed until we cried,2007,1,0.547,0.485,7,-5.368,1,0.0292,0.467,0,0.0736,0.243,145.057,1
shamen,phorever people,2010,0,0.697,0.939,10,-6.057,0,0.0578,0.0514,0.000107,0.17,0.797,125.785,0
goo goo dolls,broadway,2007,1,0.504,0.901,11,-3.776,1,0.0491,0.000807,0,0.0839,0.755,132.729,1
nelly furtado,turn off the light,2000,0,0.712,0.673,2,-6.257,1,0.0553,0.0709,0.000205,0.458,0.696,90.164,1
takaru,idnnitkhtr,2004,0,0.3,0.981,2,-6.274,1,0.097,0.00262,0.927,0.545,0.0394,132.982,0
bo bice,the real thing,2005,0,0.494,0.87,2,-4.33,1,0.0413,0.0707,2.98e-05,0.0798,0.504,146.882,1
the chap,they have a name,2008,0,0.867,0.568,5,-12.778,0,0.268,0.0821,2.88e-05,0.319,0.953,149.973,0
the pharcyde,storm,2004,0,0.908,0.633,1,-4.142,1,0.0872,0.0342,0.194,0.0352,0.866,97.611,0
jennifer lopez featuring fat joe,hold you down,2005,0,0.674,0.485,10,-12.443,1,0.32,0.00717,0,0.106,0.527,85.265,1
mary j. blige,family affair,2001,1,0.925,0.56,8,-3.795,0,0.0436,0.138,1.19e-05,0.0861,0.966,92.895,1
toby keith,how do you like me now?!,2008,1,0.632,0.83,0,-4.665,1,0.0463,0.0807,7.47e-06,0.123,0.69,109.387,1
jill scott,the way,2000,0,0.725,0.41,1,-9.849,1,0.0317,0.0244,0.00891,0.11,0.436,140.394,1
trent tomlinson,one wing in the fire,2006,0,0.614,0.529,3,-7.43,1,0.0308,0.459,0,0.129,0.45,141.929,1
3 doors down,here without you,2002,1,0.536,0.55,10,-6.733,0,0.0248,0.0537,0,0.134,0.234,144.018,1
speech,have fun prelude,2003,0,0.757,0.127,1,-19.685,1,0.895,0.742,0,0.613,0.212,119.32,0
easy star all-stars,with a little dub from my friends (feat. luciano and u roy),2009,0,0.63,0.605,6,-8.386,0,0.0473,0.167,0,0.355,0.55,91.805,0
zac brown band,free,2008,0,0.453,0.412,1,-7.539,1,0.0276,0.24,0.00021,0.101,0.282,75.752,1
tina ann,rules of attraction (chris cox),2004,0,0.687,0.92,9,-2.28,0,0.0611,0.0557,0,0.111,0.668,127.928,0
aesop rock,n.y. electric / hunter interlude,2003,0,0.474,0.743,6,-9.586,1,0.545,0.252,0,0.905,0.776,80.79,0
dj icey,a little louder,2003,0,0.745,0.655,1,-6.643,0,0.0416,0.00636,0.265,0.138,0.568,133.015,0
death from above 1979,romantic rights,2004,0,0.516,0.961,5,-5.37,0,0.157,0.00316,0,0.404,0.458,150.147,0
rod stewart,the motown song,2008,1,0.654,0.837,9,-6.121,1,0.0455,0.155,0,0.113,0.778,116,1
backstreet boys,inconsolable,2007,1,0.4,0.754,7,-3.899,1,0.0348,0.0186,0,0.316,0.231,160.031,1
strata,night falls (the weight of it),2007,0,0.292,0.963,5,-3.748,0,0.106,0.0225,0.000247,0.197,0.303,125.374,0
godsmack,speak,2007,0,0.338,0.887,7,-6.447,1,0.0424,2.51e-06,0.00138,0.0616,0.561,97.018,1
backstreet boys,just want you to know,2005,1,0.709,0.555,2,-3.506,1,0.0348,0.000269,0,0.0804,0.638,106,1
red hot chili peppers,tell me baby,2006,1,0.695,0.993,0,-3.102,1,0.0614,0.00194,0.00217,0.0877,0.28,107.933,1
cancer bats,dead wrong,2010,0,0.404,0.984,7,-4.325,1,0.0701,1.32e-05,8.84e-05,0.0391,0.233,84.566,0
leona naess,heavy like sunday,2008,0,0.509,0.389,8,-9.223,1,0.0448,0.488,0.000187,0.138,0.424,147.308,0
kris allen,no boundaries,2009,0,0.449,0.789,3,-3.114,1,0.0351,0.00357,0,0.0816,0.251,141.922,1
danielle bollinger,kiss the sky,2006,0,0.632,0.827,4,-9.765,0,0.0341,0.00299,0,0.202,0.713,133.993,0
bell biv devoe,something in your eyes,2000,1,0.801,0.613,6,-9.295,0,0.0315,0.0302,0.000121,0.041,0.9,128.909,1
safire,made up my mind,2009,0,0.708,0.811,3,-10.299,0,0.0659,0.171,0.00812,0.652,0.763,118.703,1
hatiras,lost in space,2006,0,0.673,0.991,1,-5.273,0,0.119,0.000288,0.13,0.373,0.34,130.013,0
bt,korean waterhole,2005,0,0.172,0.0423,2,-21.69,1,0.0452,0.783,0.875,0.0994,0.0731,97.56,0
john michael montgomery,letters from home,2004,1,0.644,0.626,0,-7.243,1,0.0258,0.367,5.78e-06,0.155,0.388,128.029,1
keyshia cole,i remember,2007,0,0.549,0.756,5,-4.412,0,0.0462,0.234,0,0.0894,0.318,129.205,1
plain white ts,rhythm of love,2010,0,0.531,0.542,8,-7.721,1,0.0432,0.356,0,0.119,0.726,171.878,1
mudhoney,new meaning,2008,0,0.25,0.845,9,-6.084,1,0.0744,9.48e-06,4.79e-06,0.0979,0.243,144.632,0
brad paisley,the world,2010,1,0.446,0.947,4,-6.594,1,0.052,0.302,0.000692,0.0979,0.88,176.798,1
steve riley & the mamou playboys,katherine,2008,0,0.527,0.68,7,-7.659,1,0.0391,0.48,1.67e-05,0.164,0.785,125.145,0
kings of leon,wicker chair,2003,0,0.645,0.704,0,-5.437,1,0.0309,0.0592,0,0.17,0.475,116.818,0
phantom planet,after hours,2004,0,0.591,0.798,4,-6.007,1,0.0426,0.00108,5.55e-05,0.174,0.553,113.863,0
sunscreem,secrets,2009,0,0.535,0.713,0,-8.776,1,0.141,0.0224,0,0.0659,0.651,172.12,0
maxi priest,groovin in the midnight,2008,1,0.652,0.645,10,-8.482,0,0.0414,0.0401,2.29e-05,0.0739,0.555,92.945,1
3 of hearts,is it love,2001,0,0.381,0.465,3,-8.523,1,0.0344,0.544,0,0.227,0.267,203.327,0
pride tiger,56 days,2007,0,0.481,0.943,11,-2.041,1,0.0635,0.002,0,0.291,0.53,114.095,0
little brother,second chances feat. bilal & darien brockington,2010,0,0.54,0.626,11,-7.352,0,0.399,0.196,0,0.0648,0.693,94.128,0
snoop dogg,lets get blown,2004,0,0.927,0.61,9,-4.738,0,0.207,0.399,0.0209,0.267,0.675,105.943,1
george strait,living for the night,2009,1,0.429,0.454,1,-6.495,1,0.0246,0.62,0.00148,0.123,0.288,78.209,1
mxpx,answer in the question,2000,0,0.439,0.951,7,-3.265,1,0.0573,0.00628,0,0.328,0.553,130.769,0
luis fonsi,nada es para siempre,2005,0,0.524,0.516,4,-8.342,0,0.0426,0.238,0,0.119,0.457,155.964,1
brooks & dunn featuring reba mcentire,cowgirls dont cry,2009,0,0.648,0.75,9,-4.147,1,0.0307,0.0801,4.23e-06,0.0863,0.639,114.988,1
weezer,beverly hills,2005,0,0.693,0.823,5,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904,1
dilated peoples,big business,2004,0,0.705,0.852,11,-8.157,1,0.291,0.462,1.93e-06,0.112,0.696,97.254,0
eve,tambourine,2007,0,0.825,0.855,1,-4.155,1,0.223,0.227,0,0.354,0.548,102.631,1
daler mehndi,teri nau ke paune teen,2001,0,0.729,0.975,0,-3.692,1,0.213,0.356,1.82e-05,0.487,0.764,146.941,0
madonna,give it 2 me,2008,1,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,1
becoming the archetype,ex nihilo,2005,0,0.241,0.991,8,-3.346,1,0.133,1.03e-05,0.34,0.315,0.0894,94.505,0
tina ann,too late (orange factory extended mix),2004,0,0.664,0.949,2,-3.12,1,0.0515,0.0318,0.0161,0.276,0.642,135.001,0
kassav,loko,2000,0,0.656,0.816,8,-6.309,1,0.12,0.0798,5.35e-05,0.208,0.694,195.962,0
the presets,are you the one?,2008,0,0.667,0.781,0,-3.311,1,0.0799,0.00596,1.98e-06,0.463,0.568,132.952,0
tim exile,oh scat mix up,2006,0,0.649,0.878,1,-3.936,1,0.271,0.00415,0.0068,0.849,0.837,141.13,0
harry gregson-williams,whip fight,2003,0,0.638,0.642,8,-15.477,1,0.0375,0.102,0.561,0.68,0.419,146.03,0
busta rhymes,genesis,2001,0,0.772,0.765,4,-9.58,1,0.32,0.132,2.1e-06,0.373,0.726,94.293,0
john van tongeren,salvation,2007,0,0.485,0.675,0,-8.837,1,0.0309,0.0533,0.95,0.157,0.912,150.181,0
spok frevo orquestra,passo de anjo,2007,0,0.484,0.72,2,-6.246,1,0.155,0.15,0.958,0.0478,0.704,156.439,0
scar symmetry,the three-dimensional shadow,2008,0,0.532,0.984,1,-3.435,1,0.101,1.62e-05,0.102,0.36,0.384,110.03,0
landon pigg,falling in love at a coffee shop,2009,0,0.489,0.561,4,-7.933,1,0.0274,0.2,4.56e-05,0.179,0.238,83.457,1
usher,trading places,2008,1,0.696,0.643,0,-5.218,1,0.0447,0.000153,1.03e-05,0.156,0.332,146.005,1
juanes,lo que me gusta a mi,2004,0,0.678,0.895,4,-5.339,1,0.0394,0.0582,0,0.0788,0.97,94.965,1
tanto metro & devonte,honey i sugar pie,2009,1,0.78,0.639,1,-8.93,1,0.106,0.00433,3.99e-05,0.0842,0.727,97.977,0
adam richman,from the pain,2005,0,0.597,0.949,3,-3.28,1,0.0404,0.00114,0.000703,0.123,0.783,131.98,0
the killers,mr. brightside,2004,1,0.33,0.936,1,-3.66,1,0.0917,0.00108,0,0.0926,0.234,148.112,1
toby keith,she never cried in front of me,2008,1,0.445,0.628,7,-4.627,1,0.0311,0.346,0,0.099,0.322,145.885,1
rhian benson,say how i feel,2003,0,0.755,0.394,3,-10.585,0,0.0509,0.399,0.00225,0.0929,0.589,85.916,0
hysterie,imagination,2008,0,0.679,0.991,7,-5.543,1,0.0489,0.000195,0.000601,0.28,0.945,134.011,0
glee cast,losing my religion,2010,1,0.565,0.725,10,-6.442,0,0.0302,0.000393,0,0.289,0.625,125.407,1
joe bonamassa,stop!,2009,0,0.349,0.523,11,-7.749,0,0.0382,0.362,0.000598,0.386,0.311,169.283,0
james horner,rescue and breakout,2003,0,0.172,0.306,11,-16.962,1,0.035,0.249,0.865,0.13,0.162,96.118,0
jason michael carroll,where im from,2009,0,0.532,0.815,8,-5.834,1,0.0392,0.0301,0,0.0721,0.546,149.728,1
r. kelly,in the kitchen,2005,1,0.713,0.469,5,-7.778,0,0.0436,0.415,0,0.0999,0.369,127.837,1
portable,theresa,2009,0,0.912,0.308,1,-18.026,1,0.34,0.0437,0.771,0.0741,0.486,115.957,0
roger clyne & the peacemakers,mile high and risin,2005,0,0.635,0.861,11,-4.593,1,0.0412,0.19,1.74e-06,0.17,0.857,148.918,0
gerald clayton,scrimmage,2009,0,0.361,0.402,4,-14.165,0,0.0416,0.0702,0.699,0.0576,0.337,149.29,0
linkin park,new divide,2009,1,0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,1
kitaro,quasar,2006,0,0.445,0.758,9,-10.697,0,0.0311,0.00719,0.19,0.634,0.367,94.733,0
garbage,only happy when it rains,2007,1,0.472,0.875,8,-3.508,0,0.0406,6.42e-05,0.000634,0.123,0.485,121.467,1
the chap,gimme legs,2010,0,0.766,0.563,2,-7.384,0,0.0348,0.00542,0.202,0.243,0.823,120.158,0
foo fighters,best of you,2005,1,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,1
good charlotte,lifestyles of the rich and famous,2002,0,0.62,0.93,1,-3.685,1,0.0374,0.00043,0,0.0686,0.609,106.22,1
wolfmother,white feather,2009,0,0.572,0.886,9,-4.478,1,0.0534,0.000185,3.95e-05,0.245,0.702,111.606,0
trace adkins,songs about me,2005,0,0.582,0.901,0,-3.044,1,0.0571,0.00545,0,0.117,0.391,117.943,1
modeselektor,tetrispack,2005,0,0.761,0.784,2,-7.951,1,0.313,0.08,0.821,0.0917,0.649,102.977,0
lifer,breathless,2001,0,0.64,0.963,11,-6.084,0,0.116,0.000107,0.0792,0.0633,0.487,98.664,0
finger eleven,one thing,2003,0,0.593,0.554,1,-9.286,1,0.0336,0.476,0,0.0804,0.489,151.953,1
lionel richie,in my dreams,2004,1,0.568,0.639,4,-9.267,1,0.0426,0.458,0,0.149,0.864,84.805,0
krystof,svedomi,2006,0,0.671,0.772,9,-6.617,1,0.0427,0.0201,6.49e-05,0.114,0.379,88.045,0
jason & the scorchers,19th nervous breakdown,2002,0,0.297,0.969,2,-4.306,1,0.063,0.00123,0.000305,0.168,0.53,176.366,0
lord sterling,poison lips,2004,0,0.202,0.895,6,-6.822,0,0.0874,0.000113,0.0569,0.131,0.419,142.454,0
gary go,open arms,2009,0,0.51,0.855,0,-5.73,1,0.0547,0.0917,3.1e-06,0.0791,0.2,131.943,0
the chieftains,the raggle taggle gypsy,2003,0,0.581,0.673,2,-6.206,0,0.0345,0.53,4.98e-05,0.23,0.823,104.825,0
martin sexton,things you do to me,2002,0,0.748,0.771,1,-9.164,1,0.118,0.0433,0.000127,0.975,0.642,103.219,0
nick jonas,introducing me,2010,0,0.513,0.496,11,-6.049,1,0.0511,0.46,0,0.106,0.676,113.072,1
emerson drive,i should be sleeping,2002,0,0.496,0.895,8,-4.027,1,0.147,0.205,0,0.0626,0.654,164.363,1
andy & lucas,amores cobardes,2008,0,0.63,0.754,9,-4.967,1,0.0316,0.0669,0,0.203,0.783,147.886,0
linkin park,breaking the habit,2003,1,0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,1
the black keys,tighten up,2010,0,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,1
naughty by nature,family tree,2002,1,0.852,0.718,11,-3.676,0,0.307,0.0582,0,0.167,0.207,92.036,0
queen latifah,u.n.i.t.y.,2002,0,0.672,0.758,4,-4.18,0,0.359,0.00473,1.2e-06,0.326,0.493,94.312,1
alice in chains,take her out,2009,0,0.422,0.841,8,-4.829,1,0.0406,2.85e-05,0.000446,0.0621,0.513,97.063,0
sean paul,we be burnin,2005,1,0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117,1
george michael,shoot the dog,2004,1,0.719,0.873,7,-7.18,1,0.0895,0.00599,0.00013,0.0873,0.463,111.887,0
bumblefoot,piranha,2008,0,0.304,0.867,2,-4.247,1,0.0586,0.0302,0,0.0773,0.897,98.299,0
kristine w.,save my soul (cypher uk radio edit),2004,0,0.745,0.942,6,-4.646,0,0.0634,0.0125,0.000566,0.272,0.712,129.972,0
gonzalo rubalcaba,improv #1,2006,0,0.291,0.167,10,-23.477,1,0.0577,0.966,0.931,0.106,0.186,68.724,0
darwin hobbs,you are god (broken album version),2003,0,0.381,0.382,8,-8.432,1,0.0579,0.702,0,0.108,0.244,145.989,0
glee cast,time warp,2010,1,0.395,0.817,11,-5.757,0,0.125,0.0442,7.23e-05,0.243,0.635,176.196,1
maurane / lara fabian,mais la vie,2003,0,0.273,0.262,0,-12.198,0,0.0387,0.84,0,0.144,0.316,77.911,0
david banner,bush,2003,0,0.78,0.857,6,-3.311,1,0.337,0.0521,0,0.103,0.919,149.081,0
alexandre desplat,meeting daisy,2008,0,0.265,0.069,2,-21.332,1,0.0311,0.993,0.888,0.109,0.036,79.579,0
brooks & dunn,the long goodbye,2009,1,0.498,0.619,8,-5.939,1,0.0297,0.263,1.42e-05,0.108,0.569,145.384,1
billy gilman,oklahoma,2000,0,0.42,0.268,1,-10.217,1,0.0332,0.484,0,0.0892,0.27,138.595,1
lara,nur eine nacht mit dir,2009,0,0.672,0.777,1,-5.697,1,0.0269,0.0612,0.000841,0.0947,0.606,124.013,0
stefon harris,from the gardner meditations: african tarantella,2006,0,0.343,0.461,1,-10.851,0,0.0368,0.917,0.853,0.288,0.293,70.155,0
finger eleven,paralyzer,2007,1,0.645,0.941,4,-3.425,0,0.0448,0.169,0,0.251,0.881,106.015,1
chris rea,josephine (french edit),2007,0,0.724,0.489,3,-12.253,0,0.0311,0.018,0.108,0.101,0.786,110.069,0
sub focus,juno,2007,0,0.438,0.974,5,-5.598,1,0.0544,1.84e-05,0.842,0.0603,0.217,173.99,0
redman,suicide,2007,0,0.515,0.755,1,-12.051,0,0.567,0.0752,1.8e-06,0.793,0.463,94.413,0
mary j. blige,work that,2007,1,0.794,0.611,0,-4.515,1,0.126,0.0417,3.11e-05,0.0742,0.581,93.082,1
floor,ignis,2010,0,0.259,0.914,4,-9.438,1,0.0563,0.0161,0.889,0.0808,0.536,144.659,0
northern state,last night,2004,0,0.896,0.756,6,-7.037,1,0.309,0.201,0,0.0701,0.618,97.02,0
miley cyrus,see you again,2007,0,0.685,0.919,9,-5.039,0,0.203,0.0137,3.29e-05,0.114,0.715,138.95,1
placebo,english summer rain,2003,0,0.573,0.909,10,-7.894,0,0.0516,0.00418,0.00333,0.0825,0.517,108.27,0
alexandre desplat,breaking in,2006,0,0.569,0.263,2,-20.227,1,0.0408,0.659,0.875,0.136,0.036,92.038,0
gertrudis,carita de rosa,2004,0,0.815,0.772,9,-5.042,0,0.0352,0.268,0,0.221,0.839,104.011,0
fantasia,truth is,2004,0,0.707,0.451,11,-10.38,1,0.0761,0.309,0,0.0524,0.616,73.209,1
korn,proud,2006,1,0.349,0.971,2,-3.62,1,0.196,0.000299,0.0231,0.381,0.371,118.076,0
juelz santana,lil boy fresh,2005,0,0.531,0.915,11,-4.131,0,0.426,0.351,0,0.401,0.683,75.915,0
nick jonas & the administration,state of emergency,2010,0,0.617,0.793,6,-4.383,1,0.0342,0.0743,4.97e-06,0.209,0.793,92.173,0
placebo,slave to the wage,2000,0,0.513,0.962,10,-5.93,0,0.0752,0.00031,0.686,0.245,0.488,142.211,0
ffh,great big problem,2005,0,0.477,0.762,2,-5.516,1,0.0297,0.108,0,0.334,0.505,81.035,0
tesla,caught in a dream,2008,0,0.558,0.686,7,-5.122,1,0.0257,0.000296,0.000652,0.0653,0.364,150.095,0
four tet,plastic people,2010,0,0.678,0.737,10,-9.788,1,0.0568,0.298,0.896,0.231,0.408,123.995,0
jason michael carroll,no good in goodbye,2007,0,0.391,0.796,2,-3.074,1,0.0338,0.352,0,0.278,0.334,175.37,0
ludacris,number one spot,2004,1,0.478,0.951,6,-4.159,1,0.409,0.0318,0,0.273,0.534,146.096,1
jennifer hudson,if this isnt love,2008,0,0.567,0.777,4,-3.447,1,0.0448,0.209,0,0.106,0.403,129.86,1
cherish the ladies,the shaskeen / gan ainm,2005,0,0.52,0.183,7,-13.342,1,0.0534,0.992,0.247,0.323,0.939,119.203,0
beyonce,diva,2008,1,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092,1
ne-yo,sexy love,2006,0,0.622,0.503,8,-6.417,1,0.0433,0.265,0.000473,0.0596,0.58,93.984,1
janet,doesnt really matter,2001,0,0.773,0.8,5,-2.875,0,0.0825,0.0791,0.00259,0.11,0.791,99.293,1
dario marianelli,the harbour,2007,0,0.0802,0.13,5,-20.796,1,0.0399,0.918,0.747,0.08,0.084,70.484,0
robin thicke,lost without u,2006,0,0.664,0.351,0,-12.136,1,0.118,0.226,2.38e-06,0.106,0.816,113.204,1
vanessa hudgens,say ok,2006,0,0.472,0.698,7,-6.95,1,0.0484,0.00847,0.00257,0.113,0.512,124.866,1
francesca battistelli,its your life,2008,0,0.358,0.847,2,-3.5,1,0.0528,0.003,0,0.133,0.433,181.987,1
the rock heroes,all summer long,2009,0,0.603,0.885,7,-4.379,1,0.0328,0.00681,0,0.047,0.838,102.966,1
bone thugs-n-harmony,servin tha fiends,2000,1,0.681,0.672,10,-4.841,0,0.26,0.0399,0,0.0834,0.635,79.824,0
toby keith,country comes to town,2008,1,0.698,0.921,9,-4.091,1,0.0387,0.0914,0,0.0602,0.685,123.766,1
belphegor,the sukkubus lustrate,2008,0,0.444,0.947,2,-1.113,1,0.0636,0.000184,0.261,0.277,0.176,120.031,0
carrie underwood,"jesus, take the wheel",2005,1,0.359,0.518,2,-3.537,1,0.0302,0.665,0,0.106,0.135,76.572,1
isabel pantoja,adelante,2002,0,0.513,0.493,0,-6.395,1,0.0485,0.739,0,0.197,0.245,90.624,0
nofx,we march to the beat of indifferent drum,2006,0,0.242,0.983,7,-4.656,1,0.0702,0.000127,0.0072,0.338,0.514,96.153,0
pepper,musical 69,2008,0,0.769,0.587,9,-5.754,1,0.0502,0.124,0,0.411,0.864,97.138,0
daniel bedingfield,if youre not the one,2002,0,0.682,0.547,10,-7.705,1,0.0318,0.555,0,0.105,0.272,120,1
foo fighters,if ever,2008,1,0.417,0.217,9,-7.639,1,0.0373,0.0233,0.0635,0.0644,0.119,152.49,0
mis-teeq,scandalous,2004,0,0.734,0.668,0,-3.935,0,0.0349,0.0526,0,0.0925,0.651,99.971,1
theory of a deadman,all or nothing,2008,0,0.419,0.785,10,-4.483,0,0.0313,0.0289,0,0.0799,0.332,152.053,1
trace adkins,then they do,2010,1,0.448,0.453,10,-6.563,1,0.0286,0.273,0.000342,0.0751,0.359,149.815,1
anthony hamilton,cant let go,2005,0,0.65,0.501,10,-6.905,1,0.0963,0.582,0,0.112,0.374,127.984,1
primordial,here i am king,2009,0,0.0907,0.836,9,-5.414,0,0.0623,1.35e-06,0.955,0.277,0.153,87.5,0
robin fox,wonderland,2001,0,0.524,0.923,7,-7.836,1,0.0496,0.00462,0.213,0.124,0.15,140.005,0
avril lavigne,complicated,2002,1,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,1
ciara,and i,2004,0,0.691,0.389,6,-10.125,1,0.0653,0.255,0,0.0981,0.437,122.219,1
buckcherry,crazy bitch,2006,0,0.661,0.978,1,-3.064,0,0.107,0.0247,0,0.0856,0.592,98.019,1
deee-lite,groove is in the heart,2005,1,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,1
ashton shepherd,old memory,2008,0,0.468,0.408,3,-5.35,1,0.0284,0.626,2.89e-06,0.114,0.174,128.941,0
dub pistols feat. tk,revitalise,2009,0,0.633,0.907,10,-6.014,1,0.0315,0.000682,0.358,0.336,0.402,100.036,0
b.o.b,dont let me fall,2010,0,0.543,0.73,1,-6.086,0,0.0384,0.00631,0,0.213,0.267,150.187,1
the presets,yippiyo-ay,2008,0,0.708,0.938,4,-3.954,0,0.0566,0.0554,0.00234,0.104,0.413,119.997,0
nickelback,this afternoon,2008,1,0.507,0.875,7,-7.697,1,0.0389,0.00257,0,0.346,0.647,160.079,1
alicia keys,heartburn,2003,1,0.717,0.63,4,-9.109,1,0.365,0.218,0.00405,0.0378,0.839,119.846,0
bob marley,small axe,2000,0,0.832,0.531,10,-7.386,1,0.225,0.743,0,0.229,0.832,98.587,0
torcuato mariano,black and blue,2008,0,0.484,0.386,2,-11.991,0,0.0313,0.62,0.145,0.509,0.096,89.953,0
rihanna,good girl gone bad,2008,1,0.708,0.553,5,-6.319,0,0.0262,0.0335,0,0.101,0.589,94.977,0
rihanna,unfaithful,2006,0,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,1
aaron carter,thats how i beat shaq,2000,0,0.892,0.803,6,-4.977,0,0.233,0.0656,0,0.169,0.652,106.015,1
fyah blaze,lion paw,2005,0,0.826,0.889,1,-5.076,0,0.12,0.0489,0,0.237,0.734,104.008,0
frank stokes,sweet to mama,2005,0,0.565,0.369,10,-11.679,1,0.0413,0.971,0.000755,0.185,0.913,149.84,0
dons,best kept secret,2006,0,0.633,0.867,0,-4.943,1,0.0321,0.0221,0,0.12,0.758,124.051,0
the offspring,hit that,2003,1,0.707,0.797,11,-3.032,0,0.0317,0.028,0,0.0613,0.965,131.95,1
mat kearney,never be ready,2009,0,0.516,0.674,11,-6.866,1,0.0338,0.11,0,0.136,0.391,152.016,0
scott glasgow,solemn,2009,0,0.168,0.115,8,-27.588,1,0.0402,0.651,0.815,0.0986,0.0341,108.728,0
eluveitie,(do)minion,2010,0,0.268,0.995,11,-4.582,0,0.14,0.00118,0.0359,0.537,0.0393,109.946,0
inspiral carpets,keep the circle around,2003,0,0.26,0.976,10,-3.998,0,0.0808,0.0489,0.653,0.208,0.494,149.791,0
brad paisley,he didnt have to be,2010,1,0.476,0.443,9,-7.563,1,0.0282,0.105,7.97e-06,0.123,0.165,72.888,1
the last vegas,another lover,2009,0,0.33,0.974,6,-3.469,0,0.103,3.12e-05,0.000416,0.138,0.471,89.585,0
glee cast,endless love,2009,1,0.239,0.471,10,-7.593,1,0.0306,0.763,3.31e-05,0.106,0.151,86.812,1
taal,noises,2010,0,0.479,0.0493,5,-39.716,1,0.742,0.764,5.08e-06,0.17,0.602,112.969,0
u2,stuck in a moment you cant get out of,2000,1,0.531,0.653,4,-4.866,1,0.024,0.351,9.7e-05,0.117,0.331,158.498,1
the rapture,killing,2003,0,0.808,0.848,1,-8.166,0,0.055,0.00162,0.144,0.276,0.29,120.024,0
50 cent,if i cant,2003,0,0.877,0.64,11,-2.453,0,0.31,0.253,0,0.0244,0.887,93.961,1
lady gaga,alejandro,2009,1,0.632,0.789,11,-6.61,0,0.0557,0.00043,0.00144,0.356,0.35,98.986,1
capleton,tour,2009,0,0.848,0.896,1,-3.871,0,0.323,0.223,0,0.229,0.758,129.147,1
stacie orrico,stuck,2003,0,0.377,0.904,4,-3.634,0,0.307,0.0747,0,0.334,0.595,200.566,1
eddie turner,secret,2006,0,0.63,0.768,4,-6.048,0,0.0739,0.000149,0.815,0.698,0.594,94.018,0
korn,coming undone,2005,1,0.687,0.677,2,-4.172,1,0.0508,0.000658,0.000146,0.0564,0.546,75.052,1
lady antebellum,lookin for a good time,2008,0,0.665,0.936,7,-2.97,1,0.0544,0.0146,0,0.125,0.848,122.003,1
